date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:18	8198/8198	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:16%20GMT	http://webcoban.vn/php/ham-dirname-trong-php.html	F:/webcoban/webcoban.vn/php/ham-dirname-trong-php.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:18	8640/8640	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:16%20GMT	http://webcoban.vn/php/ham-fclose-trong-php-dong-tap-tin-file.html	F:/webcoban/webcoban.vn/php/ham-fclose-trong-php-dong-tap-tin-file.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:19	9364/9364	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:16%20GMT	http://webcoban.vn/php/ham-feof-trong-php.html	F:/webcoban/webcoban.vn/php/ham-feof-trong-php.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:19	10129/10129	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:17%20GMT	http://webcoban.vn/php/ham-fgetc-trong-php.html	F:/webcoban/webcoban.vn/php/ham-fgetc-trong-php.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:20	10318/10318	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:17%20GMT	http://webcoban.vn/php/ham-fgets-trong-php.html	F:/webcoban/webcoban.vn/php/ham-fgets-trong-php.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:20	9728/9728	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:18%20GMT	http://webcoban.vn/php/ham-file-exists-trong-php-kiem-tra-xem-tap-tin-hoac-thu-muc-co-ton-tai-hay-khong.html	F:/webcoban/webcoban.vn/php/ham-file-exists-trong-php-kiem-tra-xem-tap-tin-hoac-thu-muc-co-ton-tai-hay-khong.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:20	12379/12379	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:18%20GMT	http://webcoban.vn/php/ham-file-get-contents-trong-php-lay-noi-dung-cua-tap-tin-file.html	F:/webcoban/webcoban.vn/php/ham-file-get-contents-trong-php-lay-noi-dung-cua-tap-tin-file.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:20	9064/9064	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:18%20GMT	http://webcoban.vn/php/ham-fileatime-trong-php.html	F:/webcoban/webcoban.vn/php/ham-fileatime-trong-php.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:21	9109/9109	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:19%20GMT	http://webcoban.vn/php/ham-filectime-trong-php.html	F:/webcoban/webcoban.vn/php/ham-filectime-trong-php.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
10:44:21	9071/9071	---MC-	200	added ('OK')	text/html	date:Mon,%2011%20Nov%202019%2003:44:19%20GMT	http://webcoban.vn/php/ham-filemtime-trong-php.html	F:/webcoban/webcoban.vn/php/ham-filemtime-trong-php.html	(from http://webcoban.vn/php/cac-ham-dung-de-lam-viec-voi-tap-tin-file-trong-php.html)
